no;question1;question2;grade
130;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"we need to use semantic ambiguites. we should understand;""what is the word meaning""? (cmlede ne ifade etti§ine , kiŸiye ne hissettirdi§ine baklr, e§er kyaslanan kelime/cmleler aynysa bir se‡im yaplmas , problemin giderilmesi ger‡ekleŸtirilebilir)";0
131;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"There are 3 types of MT that; 1-Rule-based MT 2-Statistical MT 3-Neural MT I will solve this problem by using Rule-Based MT.Actually the problem can be solved three of them. Problem; The fisherman want to the bank 1.bank bank---> Ambigution here! 2.coast(sahil) 1.Elimizde ingilizce kelimeleri cevirmek icin bir sozluk kullanicam 2.Ingilizce grammer bilgileri olmasi gerekiyor. 3.Turkcenin yani cevirilecek olan dilin grammer bilgileri gerekli 4.Bu iki grammer bilgisini iliskilendirip bu problem balikcinin financial instution'i kastetigi anlasilir ve dogru tercume yapilir. veyahutta; Ilk once kelimeler karsilik geldikleri anlam itibari ile yanindaki kelimelerle balikcinin nereye gitmek istedigi kelime kelime analiz edilerek cozulur. Statistical MT ile cozulur:Cunku diyelimki elimizde bir corpus var ve bu korpus onceden duzenlenmis ve icerige uygun bir altyapiya sahip oncelikle kelime kelime analiz edilir cumle daha sonra istatistigine gore ne isaret edilmis o cikarim yapilir ve bank mi yoksa coast mi daha cok kullanilmis ise corpusta o secilir diyelimki bank cok sik kullanilmis bu sebep ile bank secilecek ama bu yeterli olmayabilir bazen bu sebep ile ""language model"" 'e de bakilir ve oradaki kelimeler arasindaki birlikte kullanmada dikkat edildikten sonra problem cozulur.";0
132;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";N-gram (bigram yada trigram) uygulanr.Cmledeki iliŸkili kelimelerin oran hesaplanr. POS taggingile syntactic durumlar karŸlaŸtrlr.Semantic benzerlikler i‡in sense-based similarity'ye baklr. B”ylelikle kelimeyle ifade edilmeye ‡alŸlan anlam g”rlr. Sonundaistatistiksel olarak en ‡ok tekrar eden e§leŸmeye Neural Machine Translation bu a‡dan daha uygundur.;20
133;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";?The fisherman went to the bank? meaningfull. Semantic ambiguity and semantic disambiguaty. Firstly,I choosed Rule-Based machine translation.Because,I will nearly to word to word.After that,I will do search semantic ambiguity.Because, I was a search a lot meaning for ?bank ? . If there is a semantic disambiguity is there . I have to say semantic disambiguity is there.I can solve the 4 method disambiguity. Knowledge -based Supervised Unsupervised Hybrid An after that , choose a this method, I can solve.;20
134;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";We can use Google Neural MT method. We can take help WordNet. And with the helping by corpora, we can find lexically similiar sentences and we can take statistic. By the statistic.;60
135;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"We can use Parallel Corpora for this translation project. In Vector space model machine translation, we need firstly a target language model and translation model. Then we calculate probabilities. Firstly; ""The fisherman went to the bank "" is a my source model. The disadvantage of Vector Space Model is becomess useless when the text size is long.";20
136;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";Sorun semantic ambiguitie. Neural MT? kullanarak bu sorunu ‡”zebiliriz. €nk Neural MT ge‡miŸte bu sorunla karŸlaŸtysa hatrlayp sorunu giderebilir.;20
137;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";I have to find word's behind meaning.Meaning can be conceptual or association.We don't want to find word meaning in dictionary .We want to see behind meanings.So I investigate arround words(neighbour words.)And I try to find relation between these words.I can use rule-based,statistical and neural machine translations.But the best model is neural.Sense level similarity kullanrm.;20
138;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";The program should look at the sentence first. The fisherman's relationship of coast must be more than bank. We can use comperable monolingual corpus. Fuction compares the relations of words first.;0
139;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";Bu belirsizlikten kurtulup,kelimeyi do§ru ‡evirebilmek i‡in metinde ge‡en kelimeleri tek tek de§il de, kelimenin ”nceki ve sonraki kelimelerini de dikkate alarak ‡eviren bir machine translation olmal.B”ylece di§er kelimelerle birlikte uyumlu ve do§ru ‡evrilmiŸ olur.Ve metin btnsel olarak anlaml bir yapya ulaŸmŸ olur.;0
140;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"In this problem occurs because of semantic similarity of the word ""bank"" . So we should find a correct means of ""bank"". When semantic ambiguity occurs , it can be sense level , word level or text level . To solve this problem we can use surrounding bag of words that means we focus on the arround of ""bank"". We can focus on the previous word of the ""bank"" or words after came from ""bank"" . So we can extract the correct mean the word ""bank"".";20
141;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";We need firstly a target language model and translation model. We look a semantic based. source coast, target financial meaning. We use a statical machine translation system solve this problem. Word bank look used statical. Statical machine translation system paralel corpus and co-occurence.;20
142;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";Firstly, I see the neighborhood's words. We understanding this Word is noun or verb. Then, we use encoder and decoder. This system input is encoder. This system output decoder. The Word is step by step enter the encoder. We take a information set for a machine. Then, the system translate it as Word that means.;20
143;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";This problem is semantic ambiguity,we can use word sense disambiguation(wsd),we can give idetify looking sense word has multiple meaning. In wsd have many approaches we can use Decision tree metod,semantic similarity or co-ouccer graph.These are approaces of WSD. ;40
144;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"For semantic disambiguation in machine translation, we can use a dictionary such as WordNet. And we can use the shortest path algorithm in WordNet. The closest path between words will be true sense. For example; |Fisherman - Bank(Financial)| = 7 |Fisherman - Bank (coast)| = 3";100
145;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";Bir machine translation oluŸturmak i‡in en az iki Ÿeye ihtiya‡ vardr. Bunlardan biri ‡eviri yaplacak dillerin gramer yaplardr. Di§eride o dillere ait s”zlktr. Word Net kullanlabilecek en iyi s”zlk tipidir. ˜‡erisinde her bir kelimenin sense'lerinin tutuldu§u synsetler bulunur. WordNet'in yaps node'lardan oluŸtu§u i‡in burada shortest path algoritmas ile o kelimenin o cmlede hangi anlamda kullanld§n, iliŸkili kelime ile en ksa path'i oluŸturan bulundu§unda bulunur. Bu sayede ambiguity ortadan kalkmŸ olur.;80
146;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";1.0- Firstly we look dictionary for the mean of bank and outher words. Fisherman usually being in sea or near the sea. Because he work there. We check neighbour words and sentences. If neighbour words related to money. We can think this word can be bank. But we don't have any word related with money or we don't have word or sentence anymore we look different. 2- We check the verb in the sentence. (went to) 3- We can treat the machine for select related meaning word. In our example fisherman related to coast meaning. If our example contain money or same meaning word we directly think financial institue. But we don't have. Therefore we will think about Fisherman and find coast mean. ;20
147;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";MT have four difficulties .(word order, Syntactic Ambigious, Lexical Ambigious , Semantic Ambigious.) This is the Semantic problem. From types of MT, in my opinion we can't use Rule Based MT, and Statistic MT but we can use Neural Network solutions. with Sense Level Similarity Relations, we can find their (homonym,synonym) and use Vector space Model solutions. And look to their cos values to find the better solutions.;20
148;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"In this problem we use a tool that give us words means. For example tool says in here two means for ""bank"" word. After that this instructions we can look the the other word in the sentence. In this way we can detect which means is correct.";0
149;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";I think , if we use istatistical Machine transformation method, we will not have ambiguity. I have to a corpus. I can learn how many times bank word use coast meaning when same sentence with fisherman. If the sentence have NB sentence ,if the sentence have fish, sea type words , we can say bank meaning is coast hear.;20
150;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";if we have a homonym word in a sentence firstly, we can check pos tag of neighberhood of Ambiguity word if sentence still have a ambiguity. the algorithm check nearest sentence semantic.;20
151;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"We can use a corpus with so many examples to feed the mean level semantic similarity. So this way, for example; when word ""fisherman"" included in a sentence, it changes the behaviour of various words and computer expects another meaning from other words.";0
152;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";Bu bir Morphologic Ambiguity'dir. Bunu morphological disambiguity ile ‡”zebiliriz. ™ncelikle kelimeyi lemmalara sonrada POS-taglere ayrrz. Daha sonra cmledeki di§er kelimelere g”re WordNet'e yerleŸtiririz. WordNet'teki sonuca g”re zplama saysna bakp daha yakn olan se‡eriz.;60
153;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";Kendinden daha zengin bir dil i‡eri§ine sahip olan dillerde Machine Translate(MT) zor olur. Buradaki belirsizli§i ilk ”nce morphologic disambiguity ile ‡”zmeye ‡alŸrm. €eviri iŸlemini yapaca§mda Neural Based MT kullanarak daha ”ncesinden makineye hedef dilin modelini ve ‡eviri dilinin modellerini ‡eŸitli bir Ÿekilde (farkl farkl datalar kullanlarak) ”§retme iŸlemi yapabilirim.;20
154;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"We need syntax information of source language and target language We need a dictionary We need large parallel bilingual corpus. And we may need pos tagger to take the relation. And we need to focus surrounding bag of words(like previous word) In order to, solve this kind of ambiguity we can use a simple statistic(probabilistic) approach. To do that we need to find all the ""went bank"" in the corpus. The corpus already has the translated target language, so when we find ""went bank"" in source language, we determine how the authors of corpus translated it. So we need to find frequency for each different translation, and should select the most frequently used sense to translation. Example(Turkish to english) Given input is ""Bugn havuzda yzmek istiyorum"" yzmek has a meaning like movement or a sport in the water or a liquit and, has a meaning seperating a surface to itself(like leather of an animal) ""havuzda yzmek"" with first meaning will be more frequently than the second meaning, so that the translation will be like; I want to swim in the pool today.";40
155;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";This is semantic ambiguity . I can use WORDNET for solve this question . Because WordNet have entries and their synsets so i can find the real semantic in here so WordNet can solve my problem . ;40
156;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"The problem is about lexical ambiguities. I solve this problem by using categorized database. Maybe wordnet can be beneficial for it. Categorized database means, there are a lot of words which includes same meaning. In my solution there are will be some sub-category for each different meaning. And these sub-category will include related words with homonym word. When we use a word which have different meaning, it will match by using these sub-category. For example word: bank category1(sea, seaside, fish, fisherman, seagull, beach...) category2(money, invest, bank machine...). If we use this sentence: The fisherman went to bank. Fisherman will match with category1 and our translate is going to ""Balk‡ deniz kysna gitti."" it will not ""Balk‡ bankaya gitti.""";60
157;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"Machine translationda belirsizlik cozme yontemleri 3 tanedir: Rule-based, statistical ve neural tabanl. Bu soruda semantic ambiguity var. Semantic ambiguityde word gorunus, yaps ayn anlam farkldr. Statistical yaklaŸmdan dusunecek olursam kelimeleri tek tek Trk‡e'ye ‡eviririm ve bank kelimesinin Trk‡e karŸlkarnn cumledeki di§er Trk‡e kelimelerle ge‡me skl§n, olasl§n bulurum. Fisherman -> dalg‡ kelimesinin ""banka"" kelimesinden ziyade, sahil kelimesiyle daha ‡ok ge‡ti§ini bulur, do§ru sonucu ”neririm.";0
158;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";This is the semantic ambiguity problem . We can solve it using a number of different methods . One method would be analyzing the words around the ambiguity . We can than solve the ambiguity by choosing the sense that is semantically most related to the words around it .;20
159;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";We can use Machine translation diffuculties.Firstly we can use lexical ambiguity because word bank also means coast. bank -> financial coast ;0
160;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";This is a one of the difficulties in machine translation. The word is bank has two meaning, we can understand this words meaning from the content or near words of sentence as a human. So we should use this approach to the software. In this approach instead of working directly with words we should work with sentences and content. Basically we can vectorize the sentences to the vector space model and represent words as a number, by this way computer will understand better. then we can find the co occurrence and similarities of vectors. After all we can use a cluster algorithm ( like a K-Means) and make subgroups. By this way we see that some words together with semantic relatively not word relatively. So we can use this model for our program.;20
161;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";The situation occurs from synonym words.We should determine the semantic of the word of ?bank?.Contrasting of taking every word one by one we need a context to predict or determine the sense.We can take the whole sentence as one input like googles neural MT method does.And find the probabilty of each word translation for word ?bank?.The most probable one with the higher rate will be our translation. ;20
162;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"Best solution to solve that problem using the ""Neural Machine Translation"" we need to give so many examples that language pairs. So ""NMT"" can difference between ""bank"" and ""coast"" as a meaning. Target language model lexical and morphological structure will be defined so it will make an easier translation.";20
163;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"For this project, the Neural Machine Translation method is the best. The Neural MT has huge different sentences in different languages. It takes the words of the given sentence and translate them same time. When do this operation, it controls the words. For example ""the fisherman"" and ""the bank"" words have a relation for each other. In the Neural Machine Translation there are millions of sentences and words. This method will give the best solution";20
164;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"This is a lexical ambiguity. We can use ""Surrounding bag of words"" method. This method checks the other words in sentence. When it finds the meaning of ""fisherman"", it decides ""bank"" means ""coasts"".";20
165;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";we can slove this problem and reduce the ambiguities by take the lemmas of word and getoff the function and stop and convert it to numeric to represent it by vector space and calculate the similirty function, Nural machine translation which enter all word to decoder and then encoder the translation.;20
166;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"Most important prob. are related to ambiguites .bank ->banka (financial) .bank-> bank (coast) It is differences of Machine Translation and The name is lexical ambiguity. Solution:when designed software has this ambguty, for ex;environment semantically of ""the bank"",on text, words on environment semantically are used with particular words.""This particular words will be tagged , If the software find this ambguty.And, most relevant text s ->lexical ambiguities";0
167;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";Lexical WordNet ile ‡”zerim. Semantic Syntatic;40
168;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";These can be solved by using the rule based machine translation which involves sets of rule to be followed in the translation and flowing dictionary meaning. The synonym should be properly identified and indexed correctly to give proper meaning of the required text The Google neural machine translation can also be used in the context where nodes are trained to give or capture measures to solve such a problem of lexical ambiguity.;40
169;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"before translating a word that has many meaning like "" bank"" , the first thing to do is word disambiguation in order to determine which sense of the word in used in the sentence , for this reasons we can use lexical ressources like dictionaries and WordNet ,this ressources will compare each definition (sense) of the ambigous word in the dictionary with neighbor terms of the word in the corpus(determining the context), then translation can be done without any ambigation.";100
170;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";In order to solve these problems (which are related to ambiguities) we can use the Neural Machine Translation. => This type of machine translation consider the source sentence as one single unit and tries to determine its translation using Neural Networks. => The architecture of this NMT is : ( Please see the answer sheet ).;40
